timestamp,heart_rate,temperature_body,spo2,accel_x,accel_y,accel_z,gyro_pitch,temperature_ambient,env_humidity,status
2026-04-06 00:00:00,60.993428306022466,38.59282883917705,96.01942803243959,0.020995649447525105,0.10157675519336272,9.756077897452512,0.960894565497612,24.981902991652504,59.56269946696246,1.0
2026-04-06 00:00:10,59.72766046664364,38.59853476757243,96.94501435306313,-0.013516273570299426,0.11123601508677985,9.83094405068424,-0.3615865987784392,25.137886632971696,60.75330994505505,1.0
2026-04-06 00:00:20,61.30375521123296,38.60354986933064,97.41297159370741,0.02817591725674002,0.1067343103804955,9.743557002286957,-0.5628246213898964,25.129064973380288,61.44514951529985,1.0
2026-04-06 00:00:30,63.05862690801232,38.64784576089016,98.14966891092469,0.005056955521199094,0.07424436257470826,9.857872527837344,0.9584465485074852,25.358262892333645,57.595569172478285,1.0
2026-04-06 00:00:40,59.54844949709296,38.56330938443725,99.02416232660688,0.025491404691656498,0.0959248331451976,9.762609332957453,-2.698027238687808,24.57222936747831,60.151209224357274,1.0
2026-04-06 00:00:50,59.5526713722229,38.55852046186922,98.69413594337176,-0.004892698633683423,0.11250770753658916,9.837017683599681,-1.233521752359932,24.418262642897076,59.13523890885724,1.0
2026-04-06 00:01:00,63.18355994201549,38.66283635954718,96.82067520155252,-0.026802747200543577,0.10757217157079979,9.81881319302684,0.2929215272668996,25.759075832420052,58.25199585469956,1.0
2026-04-06 00:01:10,61.56419277654341,38.57804069563544,97.62828773783434,-0.01836692774859576,0.08328968209183885,9.751446445933706,0.896678604510708,25.58228816221027,58.62861718576154,1.0
2026-04-06 00:01:20,59.094563533021585,38.53818872451681,98.07637558870256,0.06673602281673342,0.10691748689128958,9.860527148989751,0.9138005958128139,25.373205281848534,60.895874462818675,1.0
2026-04-06 00:01:30,61.122821355193956,38.57725155361589,97.7377928755535,0.006780559957714016,0.11652627461519721,9.89602308679963,-2.6476620337313888,25.09645834598837,56.94308577742731,1.0
2026-04-06 00:01:40,59.1150548190639,38.58517297142536,97.73070477413171,0.04271569618013452,0.07828848902079633,9.762531824954195,-0.40032390564159775,24.565294225995107,58.20328190071861,1.0
2026-04-06 00:01:50,59.11461960481104,38.67959130086435,96.27725667534573,-0.003118543318980826,0.058152864758438054,9.767273888262386,0.9525573042038171,25.304411387032637,59.08755196802057,1.0
2026-04-06 00:02:00,60.534192530001945,38.64825203009364,96.84726584886036,0.028447706170514644,0.13233916711572313,9.8034353529597,-0.9264446979985576,24.624294712936234,60.97365939821631,1.0
2026-04-06 00:02:10,56.227896337187886,38.65955430389175,97.59706015086073,0.03386187480946269,0.10262246678513318,9.843383100615767,-0.124438933020865,25.60454985534755,58.731086165465086,1.0
2026-04-06 00:02:20,56.608809962886035,38.64334450723383,95.0,0.08563329137396504,0.08658554812909378,9.861223021263218,0.56829487175511,24.465285887415398,58.23918074365156,1.0
2026-04-06 00:02:30,58.93825932967352,38.649825559106986,98.64064432000986,0.024546516676243746,0.08527389846261181,9.782088236920508,0.1909550095983094,25.100730735194684,59.00341094894824,1.0
2026-04-06 00:02:40,58.04136086362451,38.56827681784272,96.62732090028894,0.018663413581546356,0.09737271300653078,9.806892617095253,0.6231357049533376,25.430521530112564,62.62716449935749,1.0
2026-04-06 00:02:50,60.69970643857613,38.592918363167755,98.68683813326514,0.04187810183501782,0.11454773969078264,9.78240697781286,-0.030419111196883147,25.3225538895039,63.64049257851831,1.0
2026-04-06 00:03:00,58.25935224144956,38.5535202500485,98.59891600447091,0.01831954045642849,0.06278096056243049,9.779353182935486,0.7203861698453923,25.601137655265912,60.16914952921723,1.0
2026-04-06 00:03:10,57.254981556001844,38.59265915682005,97.45630695688762,0.046945542192089296,0.08416639582111184,9.77341897904302,0.7523355967431311,24.661014622178918,54.691083956485414,1.0
2026-04-06 00:03:20,63.01507500682993,38.63755634830621,99.00054832570154,0.0396064464698899,0.12443275822902268,9.731823055473217,1.0215714468370956,25.43526905861833,61.48341631022049,1.0
